Km,RX_HorizontalWearConsumption,LX_HorizontalWearConsumption,RX_VerticalWear,LX_VerticalWear,Latitude,Longitude
340.63,0.71,0.27,-0.32,-1.61,60.74815183,7.1259907
340.635,0.5,0.28,-0.34,-1.58,60.74816249,7.1259046
340.64,0.65,0.3,-0.66,-1.47,60.7481711,7.12581683
340.645,0.74,0.17,-0.43,-1.57,60.74817743,7.12572808
340.65,0.82,0.18,-1.1,-1.39,60.74818224,7.12563835
340.655,0.64,0.26,-0.7,-1.34,60.74818533,7.12554773
340.66,0.64,0.23,-0.73,-1.23,60.74818664,7.12545634
340.665,0.59,0.27,-0.53,-1.13,60.7481858,7.12536467
340.67,0.67,0.17,-0.69,-1.25,60.7481827,7.12527084
340.675,0.71,0.32,-0.63,-1.4,60.74819573,7.12518034
340.68,0.82,0.19,-0.6,-1.29,60.74820394,7.12508473
340.685,0.69,0.17,-0.77,-1.23,60.74820649,7.12498949
340.69,0.65,0.23,-1.05,-1.23,60.74821017,7.12489477
340.695,0.34,0.27,-0.88,-0.71,60.74821254,7.124801
340.7,0.57,0.14,-1.1,-0.53,60.74821383,7.1247071
340.705,0.58,0.29,-1.04,-0.79,60.74821637,7.12461449
340.71,0.55,0.16,-0.91,-0.78,60.7482188,7.12452139
340.715,0.64,0.27,-1.35,-0.82,60.7482204,7.12442927
340.72,0.4,0.2,-1.22,-0.76,60.74822213,7.12433663
340.725,0.42,0.38,-1.32,-0.93,60.74822467,7.12424447
340.73,0.6,0.26,-1.77,-0.43,60.74822783,7.12415215
340.735,0.53,0.35,-1.6,-0.58,60.74823029,7.12405953
340.74,0.47,0.55,-1.86,-0.8,60.74823544,7.12396727
340.745,0.45,0.3,-1.6,-0.51,60.74824179,7.12387517
340.75,0.33,0.47,-1.3,-0.57,60.74824946,7.12378306
340.755,0.38,0.47,-1.12,-0.63,60.74825808,7.12369132
340.76,0.4,0.42,-1.37,-0.49,60.74826793,7.12360004
340.765,0.16,0.58,-1.24,-0.44,60.74827961,7.12351046
342.19,0.52,0.24,-0.83,-0.74,60.75651365,7.10538633
342.195,0.48,0.3,-0.84,-0.71,60.75652896,7.10530298
342.2,0.5,0.13,-0.86,-0.53,60.75654561,7.10522131
342.205,0.53,0.35,-0.98,-0.55,60.75656279,7.10513634
342.21,0.42,0.27,-0.84,-0.54,60.756602,7.10495965
342.215,0.51,0.26,-0.9,-0.64,60.756602,7.10495965
342.22,0.48,0.18,-0.89,-0.64,60.75661892,7.10488907
342.225,0.51,0.17,-1.13,-0.35,60.75663944,7.10480857
342.23,0.39,0.25,-1.05,-0.3,60.75666091,7.10472835
342.235,0.63,0.25,-0.82,-0.61,60.75668323,7.10464973
342.24,0.61,0.23,-0.7,-0.69,60.75670645,7.10457159
342.245,0.3,0.21,-0.4,-0.92,60.75672979,7.10449348
342.25,0.06,0.17,-0.09,-0.89,60.75675392,7.10441721
342.255,0.42,0.13,-0.05,-0.56,60.75677878,7.10434132
342.26,0.59,0.2,-0.28,-0.82,60.7568034,7.10426489
342.265,0.53,0.18,-0.05,-0.81,60.75682827,7.10418891
342.27,0.17,0.23,-0.28,-0.87,60.75685345,7.10411297
342.275,0.45,0.25,-0.89,-0.63,60.75687883,7.10403802
342.28,0.41,0.34,-1.1,-0.86,60.75690453,7.10396284
342.285,0.48,0.18,-1.07,-0.77,60.75693063,7.1038885
342.29,0.55,0.2,-1.14,-0.75,60.75695754,7.10381582
342.295,0.44,0.21,-0.98,-0.45,60.75698527,7.10374392
342.3,0.51,0.2,-1.04,-0.43,60.75701351,7.10367256
342.305,0.58,0.32,-1.19,-0.89,60.7570423,7.10360233
342.31,0.47,0.12,-0.66,-0.63,60.75707199,7.10353249
342.315,0.53,0.27,-0.63,-0.9,60.75710253,7.1034656
342.32,0.46,0.18,-0.85,-0.81,60.75713343,7.10339846
342.325,0.46,0.29,-0.67,-0.94,60.75716479,7.10333238
342.33,0.5,0.27,-0.73,-0.96,60.75719687,7.10326825
342.335,0.48,0.3,-0.95,-0.85,60.75722948,7.10320494
342.34,0.5,0.4,-0.71,-0.71,60.75726235,7.10314323
342.345,0.56,0.25,-0.98,-0.84,60.75729627,7.10308205
342.35,0.54,0.33,-0.76,-0.97,60.75733049,7.10302252
342.355,0.52,0.22,-0.25,-1.02,60.75736536,7.10296462
342.36,0.27,0.18,-0.2,-1.1,60.75740055,7.10290694
342.365,0.06,0.16,0.18,-0.84,60.75743588,7.10285056
342.37,0.36,0.19,0.01,-0.94,60.75747166,7.10279432
342.375,0.38,0.31,-0.14,-0.95,60.75750736,7.10273887
342.38,0.32,0.28,-0.17,-0.95,60.7575429,7.10268326
342.385,0.26,0.15,-0.18,-0.76,60.75757866,7.10262753
342.39,0.43,0.21,-0.44,-0.84,60.75761423,7.10257224
342.395,0.47,0.1,-0.38,-0.8,60.75765002,7.10251707
342.4,0.4,0.06,-0.45,-0.67,60.7576861,7.1024631
342.405,0.28,0.13,-0.24,-0.56,60.75772195,7.10240951
342.41,0.32,0.16,-0.16,-0.53,60.75775812,7.10235435
342.415,0.41,0.17,-0.34,-0.51,60.75779443,7.10229945
342.42,0.45,0.13,-0.34,-0.42,60.75783008,7.10224535
342.425,0.24,0.29,-0.25,-0.39,60.75786597,7.10219078
342.43,0.27,0.17,-0.48,-0.49,60.75790186,7.10213651
342.435,0.26,0.05,-0.43,-0.51,60.75793813,7.10208269
342.44,0.42,0.03,-0.62,-0.51,60.75797366,7.10202809
342.445,0.29,0.1,-0.54,-0.85,60.75800977,7.10197382
342.45,0.32,0.09,-0.45,-0.74,60.75804595,7.10192022
342.455,0.42,0.08,-0.61,-0.54,60.75808213,7.10186723
342.46,0.1,0.23,-1.29,-0.4,60.75811836,7.10181323
342.465,0.18,0.22,-1.18,-0.04,60.75815467,7.10175795
342.47,0.19,0.2,-1.21,-0.12,60.75818808,7.1016621
342.475,0.18,0.18,-1.62,-0.38,60.75823759,7.1016082
343.585,0.28,-0.32,-0.59,-0.15,60.76612728,7.10305159
343.59,0.12,-0.33,-0.41,-0.21,60.76617424,7.10307221
343.595,-0.15,-0.34,-0.25,-0.31,60.76621967,7.10307311
343.6,0.02,-0.22,-0.28,-0.4,60.76626489,7.10306908
343.605,0.01,-0.28,-0.18,-0.19,60.76630933,7.10306399
343.61,-0.02,-0.24,-0.16,-0.36,60.76635437,7.10305216
343.615,-0.02,-0.11,0.14,-0.49,60.76639936,7.1030413
343.62,-0.02,-0.1,-0.02,-0.37,60.7664446,7.10303409
343.625,-0.31,-0.28,0.27,-0.24,60.76648987,7.10302195
343.63,0.01,-0.15,-0.15,-0.2,60.76653674,7.10301279
343.635,-0.2,-0.33,0.17,-0.12,60.76658244,7.10300969
343.64,0.16,-0.16,-0.13,-0.26,60.76662775,7.103008
343.645,0.17,-0.37,-0.01,-0.17,60.76667272,7.103007
343.65,0.05,-0.37,-0.02,-0.12,60.76671779,7.10300781
343.655,-0.33,-0.32,0.08,-0.13,60.76676231,7.10300949
343.66,-0.17,-0.34,0.03,-0.03,60.76680699,7.10301105
343.665,-0.33,-0.25,0.04,-0.14,60.76685178,7.10301293
343.67,-0.18,-0.24,-0.21,-0.17,60.76689662,7.10301497
343.675,-0.13,-0.31,-0.15,-0.19,60.76694184,7.10301786
343.68,-0.4,-0.25,-0.12,-0.18,60.76698749,7.10302044
343.685,-0.16,-0.33,-0.26,-0.21,60.76703358,7.10302404
343.69,0.09,-0.13,-0.27,-0.21,60.76707953,7.10302788
343.695,0.18,-0.25,-0.49,-0.34,60.76712508,7.10303143
343.7,0.13,-0.17,-0.46,-0.16,60.76717054,7.10303458
343.705,0.28,-0.27,-0.52,-0.21,60.76721565,7.10303709
343.71,0.35,-0.18,-0.75,-0.26,60.76726087,7.10303883
343.715,0.23,-0.28,-0.59,-0.28,60.76730605,7.10304008
343.72,0.28,-0.22,-0.58,-0.3,60.76735166,7.10304033
343.725,0.17,-0.25,-0.41,-0.32,60.76739684,7.10303943
343.73,0.22,-0.15,-0.45,-0.44,60.76744219,7.1030385
343.735,0.26,-0.27,-0.64,-0.24,60.76748737,7.10303673
343.74,0.35,-0.23,-0.71,-0.27,60.76753241,7.10303341
343.745,0.35,-0.23,-0.56,-0.33,60.7675774,7.10302926
343.75,0.21,-0.25,-0.45,-0.29,60.7676219,7.10302517
343.755,0.31,-0.28,-0.46,-0.28,60.76766632,7.10302136
343.76,0.21,-0.21,-0.55,-0.2,60.76771068,7.10301579
343.765,0.03,-0.19,-0.36,-0.42,60.7677553,7.10301074
343.77,0.04,-0.27,-0.4,-0.29,60.76779981,7.10300668
343.775,0.37,-0.35,-0.69,-0.23,60.76784427,7.10299941
343.78,0.26,-0.25,-0.54,-0.22,60.76788871,7.10299228
343.785,0.21,-0.35,-0.42,-0.15,60.76793311,7.10298555
343.79,0.26,-0.23,-0.55,-0.26,60.76797704,7.10297644
343.795,0.18,-0.28,-0.65,-0.38,60.76802109,7.10296654
343.8,0.13,-0.27,-0.51,-0.09,60.76806521,7.10295616
343.805,0.23,-0.23,-0.52,0.09,60.76810925,7.10294406
343.81,0.23,-0.35,-0.34,-0.24,60.76815364,7.10293335
343.815,0.12,-0.33,-0.42,-0.05,60.76819836,7.10292226
343.82,0.25,-0.32,-0.5,-0.12,60.76824289,7.10290956
343.825,0.23,-0.32,-0.26,-0.1,60.76828755,7.10289755
343.83,0.16,-0.24,-0.25,-0.25,60.76833257,7.10288505
343.835,0.21,-0.29,-0.42,-0.05,60.7683774,7.10287233
343.84,0.26,-0.3,-0.51,-0.09,60.76842226,7.10286129
343.845,0.03,-0.32,-0.14,-0.03,60.76846717,7.10285022
343.85,-0.21,-0.34,-0.02,-0.08,60.76851182,7.10283824
343.855,0.04,-0.33,-0.32,0.08,60.76855636,7.10282721
343.86,0.06,-0.3,-0.18,0.0,60.76860057,7.10281609
343.865,0.11,-0.37,-0.29,0.14,60.76864493,7.10280373
343.87,0.23,-0.23,-0.43,-0.01,60.76868944,7.1027925
343.875,0.14,-0.25,-0.36,-0.12,60.7687341,7.10278126
343.88,-0.13,-0.25,-0.12,-0.14,60.76877861,7.10277052
343.885,-0.09,-0.23,-0.01,-0.05,60.7688232,7.10275957
343.89,-0.07,-0.16,0.02,-0.06,60.76886821,7.10274949
343.895,-0.07,-0.3,-0.13,-0.19,60.76891283,7.10273877
343.9,0.17,-0.19,-0.37,-0.16,60.76895757,7.1027274
343.905,0.09,-0.37,-0.34,0.27,60.76900203,7.10271607
343.91,0.13,-0.43,-0.44,0.24,60.76904637,7.10270459
343.915,0.18,-0.28,-0.48,0.11,60.76909074,7.10269318
343.92,0.15,-0.34,-0.39,0.07,60.76913534,7.10268158
343.925,0.19,-0.37,-0.42,0.05,60.76917953,7.10267014
343.93,0.1,-0.26,-0.32,-0.06,60.76922429,7.10265899
343.935,0.16,0.14,-0.19,-1.13,60.76926897,7.10264794
343.94,0.06,-0.07,0.03,-0.31,60.76931316,7.10263636
343.945,2.64,-0.36,-3.1,0.13,60.76935773,7.10262535
343.95,6.8,0.13,-4.38,-5.22,60.76940212,7.10261408
343.955,6.16,0.06,-3.86,-5.12,60.76944659,7.10260313
343.96,5.81,0.0,-3.92,-4.86,60.76949106,7.10259111
343.965,4.58,0.18,-3.68,-4.52,60.76953562,7.10257862
343.97,3.98,0.2,-3.83,-4.2,60.76957999,7.1025666
343.975,3.21,0.42,-3.8,-3.98,60.76962473,7.10255485
343.98,2.43,0.66,-3.49,-4.13,60.76966977,7.10254331
343.985,2.07,0.47,-3.16,-3.55,60.7697148,7.10253208
343.99,-1.52,-2.03,2.44,-3.95,60.7697597,7.10252116
343.995,-1.53,-1.99,2.44,-3.95,60.76980484,7.10251014
344.0,-1.35,-1.93,2.44,-3.95,60.76984521,7.10250038
344.005,-1.64,-2.23,2.44,-3.95,60.76988956,7.10248969
344.01,-1.46,-2.25,2.44,-3.95,60.769934,7.10247856
344.015,-1.63,-2.12,2.44,-3.95,60.76997857,7.10246683
344.02,0.48,0.05,-0.45,-0.04,60.77002294,7.10245397
344.025,0.39,-0.07,-0.62,0.01,60.77006732,7.1024414
344.03,0.29,0.04,-0.25,-0.38,60.77011132,7.10242865
344.035,0.3,-0.03,-0.74,-0.4,60.77015516,7.10241534
344.04,0.24,0.02,-0.67,-0.14,60.77019927,7.10240149
344.045,0.39,0.0,-0.69,-0.26,60.77024357,7.10238796
344.05,0.44,0.12,-0.71,-0.33,60.77028778,7.10237333
344.055,0.5,0.12,-0.69,-0.35,60.77033186,7.10235827
344.06,0.51,0.04,-0.6,-0.3,60.77037621,7.10234289
344.065,0.46,0.15,-0.76,-0.31,60.77042001,7.10232642
344.07,0.41,0.15,-0.83,-0.35,60.77046377,7.10230886
344.075,0.43,-0.05,-1.07,-0.25,60.7705072,7.10229026
344.08,0.3,-0.03,-1.0,-0.35,60.77055081,7.10227151
344.085,0.31,-0.05,-1.0,-0.03,60.77059442,7.10225102
344.09,0.23,-0.03,-0.84,-0.19,60.77063717,7.10225475
344.095,0.29,0.01,-1.01,-0.28,60.77068195,7.10224178
344.1,0.4,-0.08,-0.9,-0.09,60.77072642,7.10222423
344.105,0.49,-0.04,-1.07,-0.34,60.77077058,7.1022044
344.11,0.08,0.35,-7.16,-8.96,60.7708143,7.10218361
344.115,0.53,0.42,-8.32,-9.1,60.77085805,7.10216188
344.12,0.6,0.35,-8.89,-9.42,60.77090171,7.10213946
344.125,0.54,0.29,-8.78,-9.3,60.77094518,7.10211621
344.13,1.25,0.48,-9.1,-9.36,60.77098855,7.10209279
344.135,0.99,0.62,-9.16,-10.26,60.77103179,7.10206887
344.14,0.22,0.35,-4.35,-6.34,60.7710751,7.10204524
344.145,0.71,0.64,-5.0,-6.25,60.77111844,7.10202215
344.15,0.47,0.42,-5.07,-6.28,60.77116224,7.10200035
344.155,0.4,0.94,-5.74,-6.23,60.77120597,7.10198156
344.16,0.42,1.04,-6.59,-6.41,60.77124985,7.10196359
344.165,0.34,1.28,-7.0,-6.65,60.77129396,7.1019474
344.17,0.19,1.32,-6.8,-6.4,60.77133801,7.10193371
344.175,0.48,1.23,-6.13,-6.21,60.77138244,7.10192202
344.18,0.39,1.41,-6.63,-6.27,60.77142729,7.10191244
344.185,0.22,1.51,-7.07,-6.4,60.77147196,7.10190494
344.19,0.16,1.57,-6.86,-6.65,60.77151679,7.10189965
344.195,0.0,1.61,-6.74,-6.72,60.77156169,7.10189704
344.2,0.04,1.56,-7.1,-6.61,60.77160629,7.10189666
344.205,0.2,1.6,-7.0,-6.53,60.77165067,7.10189834
344.21,0.07,1.52,-7.18,-7.2,60.77169554,7.10190241
344.215,0.21,1.53,-6.89,-6.63,60.77173977,7.1019085
344.22,0.89,-0.1,-3.72,-2.15,60.77178426,7.10191663
344.225,0.7,0.13,-4.28,-2.59,60.77182883,7.10192736
344.23,-0.17,1.01,-6.88,-5.96,60.77187284,7.10193989
344.235,-0.05,1.06,-6.76,-6.18,60.77191722,7.10195442
344.24,0.03,0.99,-7.41,-6.05,60.77196136,7.10197122
344.245,0.02,0.48,-7.12,-6.17,60.77200564,7.10198918
344.25,0.03,0.25,-7.38,-6.27,60.77204946,7.10200939
344.255,-0.23,-0.21,-6.37,-6.25,60.77209324,7.10203021
344.26,-0.15,-0.15,-5.21,-5.79,60.77213649,7.10205376
344.265,-0.08,-0.13,-4.45,-5.19,60.77218012,7.10207942
344.27,-0.26,-0.31,-3.68,-4.74,60.77222365,7.10210516
344.275,-0.34,-0.2,-4.64,-4.51,60.77226699,7.1021312
344.28,-0.35,-0.03,-4.83,-4.68,60.77231017,7.10215785
344.285,-0.27,-0.11,-4.93,-4.64,60.77235348,7.10218446
344.29,-0.2,0.03,-5.48,-4.82,60.77239688,7.10221029
344.295,0.03,0.07,-5.82,-4.79,60.77244013,7.10223571
344.3,0.17,-0.02,-5.77,-3.69,60.77248357,7.10226104
344.305,0.0,-0.05,-5.0,-4.73,60.77252685,7.10228518
344.31,0.27,-0.04,-5.11,-4.49,60.77257023,7.1023082
344.315,0.29,-0.08,-5.01,-4.64,60.77261349,7.10233098
344.32,0.23,-0.01,-5.09,-4.76,60.7726572,7.10235274
344.325,0.06,-0.05,-5.05,-4.89,60.77270073,7.10237391
344.33,0.16,-0.1,-5.1,-3.96,60.77274444,7.10239482
344.335,0.2,-0.02,-5.17,-3.91,60.77278819,7.10241523
344.34,0.58,-0.04,-5.25,-3.97,60.77283199,7.10243437
344.345,0.9,0.11,-5.54,-4.69,60.77287592,7.10245311
344.35,0.97,0.01,-5.74,-4.35,60.77292003,7.10247146
344.355,0.83,0.2,-6.4,-4.93,60.7729642,7.10248895
344.36,0.78,0.05,-6.45,-5.07,60.77300829,7.102505
344.365,0.91,0.0,-6.58,-5.24,60.77305271,7.10252151
344.37,0.78,0.02,-6.91,-5.44,60.77309694,7.10253615
344.375,0.66,0.07,-7.0,-6.23,60.77314114,7.10255002
344.38,0.66,-0.03,-7.16,-5.63,60.77318514,7.1025632
344.385,0.91,0.0,-6.94,-5.43,60.77322969,7.10257512
344.39,0.82,0.07,-6.92,-5.1,60.77327366,7.10258534
344.395,0.36,0.16,-7.02,-4.85,60.77331731,7.10259467
344.4,0.97,0.0,-6.61,-5.17,60.77336142,7.10260382
344.405,0.59,0.35,-6.78,-7.41,60.77340583,7.10261256
344.41,0.48,0.25,-7.02,-7.33,60.77345049,7.1026215
344.415,0.62,0.45,-6.76,-7.36,60.77349528,7.10262849
344.42,0.68,0.28,-7.02,-6.47,60.77353997,7.1026354
344.425,1.29,0.25,-7.14,-6.18,60.7735851,7.10264245
344.43,0.41,0.54,-7.08,-5.53,60.77362971,7.10264854
344.435,0.7,0.34,-5.41,-4.53,60.77367424,7.10265335
344.44,0.54,0.12,-2.03,-1.81,60.77371893,7.10265755
344.445,0.5,2.61,-2.97,-2.19,60.77376354,7.10266146
344.45,0.09,4.22,-3.56,-2.68,60.77380825,7.10266535
344.455,0.24,4.43,-3.63,-2.66,60.77385255,7.10266551
344.46,0.08,4.36,-3.49,-2.29,60.77389764,7.10266807
344.465,0.12,4.64,-3.54,-2.59,60.77394234,7.10266851
344.47,0.49,4.29,-3.46,-2.25,60.77398728,7.10266814
344.475,0.58,2.39,-3.04,-3.0,60.77403218,7.10266682
344.48,0.21,4.13,-3.37,-3.03,60.7740773,7.10266495
344.485,0.34,4.41,-3.18,-2.93,60.7741225,7.10266191
344.49,0.17,4.51,-2.59,-3.25,60.77416729,7.10265795
344.495,0.03,3.82,-2.8,-2.3,60.77421235,7.10265319
344.5,0.56,4.31,-2.84,-2.59,60.77425717,7.1026475
344.505,0.21,4.27,-3.44,-2.68,60.77430196,7.10264154
344.51,0.32,4.3,-3.3,-3.01,60.77434698,7.10263432
344.515,0.62,4.34,-3.12,-3.02,60.77439143,7.10262642
344.52,0.73,4.15,-2.87,-3.0,60.77443605,7.10261837
344.525,0.43,3.41,-2.8,-2.5,60.77448102,7.10261
344.53,0.53,3.28,-3.19,-2.47,60.77452521,7.10260119
344.535,0.11,3.54,-2.77,-2.55,60.77456931,7.10259272
344.54,0.15,3.58,-3.17,-2.53,60.77461407,7.10258302
344.545,0.07,3.55,-3.0,-2.65,60.77465891,7.10257366
344.55,0.08,3.46,-4.03,-2.73,60.77470216,7.10256305
344.735,0.09,1.11,-3.46,-1.73,60.77640389,7.10271982
344.74,0.41,1.2,-4.18,-1.35,60.77644649,7.10275611
344.745,0.39,0.89,-3.75,-1.49,60.77647538,7.1028067
344.75,0.82,0.61,-1.52,-1.19,60.77652511,7.10281613
344.755,0.36,0.34,-1.37,-1.12,60.77656171,7.1028636
344.76,0.23,0.23,-0.88,-0.96,60.77660363,7.10290037
344.765,0.23,0.49,-0.95,-0.81,60.77664537,7.10294064
344.77,0.03,0.28,-1.5,-1.08,60.77669312,7.10295092
344.775,0.01,0.32,-1.51,-1.39,60.77673737,7.10297442
344.78,-0.17,0.37,-1.31,-1.78,60.77678262,7.10298304
344.785,0.88,0.12,-1.83,-2.56,60.7768158,7.1030153
344.79,1.27,-0.06,-2.46,-3.59,60.77684761,7.1030543
344.795,1.98,0.09,-2.89,-4.61,60.77688097,7.10309125
344.8,1.9,-0.05,-3.37,-4.81,60.77691578,7.10312811
344.805,2.15,-0.09,-3.64,-5.07,60.77695217,7.10316517
344.81,1.97,-0.06,-3.67,-5.32,60.77698722,7.10319395
344.815,2.12,-0.04,-3.74,-5.54,60.77702232,7.10321864
344.82,2.28,-0.09,-4.24,-6.48,60.77705936,7.103241
344.825,2.28,-0.04,-3.53,-5.41,60.777099,7.10326268
344.83,2.51,-0.14,-3.91,-5.78,60.77714049,7.10328203
344.835,2.68,-0.12,-4.3,-6.06,60.77718453,7.10329899
344.84,2.73,-0.04,-4.08,-5.88,60.77722708,7.10331085
344.845,2.91,0.0,-4.66,-5.89,60.7772716,7.10332277
344.85,2.71,-0.06,-4.08,-5.8,60.77731634,7.1033302
344.855,2.91,-0.05,-4.46,-5.62,60.77736256,7.10333734
344.86,3.05,-0.1,-4.19,-5.33,60.77740888,7.10334231
344.865,3.12,0.04,-3.97,-5.61,60.77745603,7.10334069
344.87,3.29,-0.03,-4.43,-6.06,60.77749758,7.1033286
344.89,3.54,-0.03,-4.74,-5.97,60.77766447,7.1032518
344.895,3.68,-0.05,-3.99,-5.72,60.77770928,7.10323021
344.9,3.79,0.07,-4.48,-5.98,60.7777518,7.1032077
344.905,4.05,0.05,-4.34,-5.94,60.77780185,7.10320415
344.91,3.77,-0.04,-4.28,-5.97,60.77784516,7.10318793
344.915,4.07,-0.07,-4.88,-5.98,60.77788483,7.10316216
344.92,4.15,-0.03,-4.31,-5.79,60.77792682,7.10313509
344.925,4.1,0.04,-4.57,-5.78,60.77796845,7.10310447
344.93,3.87,0.01,-4.59,-5.76,60.77800881,7.10306927
344.935,4.28,-0.04,-4.58,-6.26,60.7780505,7.10303186
344.94,3.88,-0.05,-4.06,-5.41,60.77809239,7.10299127
344.945,4.22,-0.08,-4.19,-5.94,60.77813477,7.10294519
344.95,3.95,-0.02,-3.98,-6.41,60.77817746,7.10289696
344.955,4.29,-0.09,-4.21,-6.01,60.77821482,7.10284294
344.96,4.15,-0.03,-4.21,-6.15,60.77825099,7.10278725
344.965,4.24,-0.09,-4.25,-6.04,60.77828137,7.10272337
344.97,4.29,-0.12,-4.21,-5.97,60.77831032,7.10265684
344.975,4.25,-0.12,-4.0,-5.46,60.7783389,7.10258921
344.98,4.39,-0.01,-4.14,-5.71,60.7783673,7.10252147
344.985,4.51,0.08,-4.04,-5.79,60.77839507,7.10245215
344.99,4.3,-0.02,-4.01,-5.42,60.77841844,7.10237611
344.995,4.39,-0.1,-3.9,-4.89,60.77843947,7.10229638
345.0,4.29,-0.03,-3.93,-5.2,60.77846297,7.10222003
345.005,3.92,0.0,-3.77,-5.55,60.77848423,7.10213997
345.01,3.82,0.01,-3.54,-5.18,60.77850612,7.1020613
345.015,4.09,0.03,-4.14,-5.52,60.77852785,7.10198145
345.02,5.09,-0.05,-6.19,-12.49,60.77854878,7.10190073
345.025,5.73,0.03,-8.55,-8.04,60.77856886,7.1018194
345.03,5.23,0.16,-6.66,-7.86,60.7785882,7.10173717
345.035,5.17,0.11,-5.8,-7.5,60.77860565,7.10165375
345.04,4.89,0.11,-6.16,-7.58,60.7786213,7.10156864
345.045,4.22,0.1,-5.82,-7.77,60.77863647,7.10148271
345.05,4.79,0.18,-5.19,-6.76,60.77865019,7.10139631
345.055,3.95,0.18,-4.69,-4.68,60.77866198,7.10130852
345.06,2.8,0.21,-4.05,-4.43,60.77867316,7.10122023
345.065,1.38,0.17,-3.62,-4.0,60.77868382,7.10113177
345.07,0.39,0.26,-3.6,-3.36,60.77869368,7.10104326
345.075,0.33,0.22,-3.17,-3.34,60.77870352,7.10095453
345.08,0.46,0.37,-3.46,-3.31,60.77871347,7.10086651
345.085,0.46,0.31,-3.95,-3.39,60.77872367,7.10077857
345.09,0.92,0.84,-3.69,-3.64,60.77873408,7.10068905
345.095,1.07,0.18,-3.37,-2.59,60.77874498,7.1006
345.1,0.71,0.7,-5.15,-3.01,60.77875692,7.10051169
345.105,0.12,1.98,-11.72,-4.75,60.77877016,7.10042465
345.11,0.12,2.39,-13.66,-4.84,60.77878463,7.10033935
345.115,0.07,2.22,-12.66,-5.28,60.77880067,7.10025447
345.12,0.13,2.5,-13.56,-5.47,60.77881823,7.10017129
345.125,0.04,2.03,-13.56,-5.39,60.77883684,7.10008947
345.13,-0.01,1.77,-6.21,-4.77,60.77885705,7.10000827
345.135,0.29,1.87,-7.33,-4.8,60.77887852,7.0999287
345.14,0.4,2.44,-7.58,-5.28,60.77890123,7.09985065
345.145,0.4,2.64,-7.67,-5.19,60.77892545,7.09977365
345.15,0.18,2.85,-7.98,-5.13,60.77895067,7.09969857
345.155,0.29,2.94,-7.67,-5.1,60.77897754,7.09962508
345.16,0.18,3.13,-7.29,-5.38,60.77900556,7.09955337
345.165,0.07,2.98,-8.44,-5.71,60.77903494,7.09948421
345.17,0.03,3.21,-9.45,-6.07,60.77906558,7.09941918
345.175,0.1,3.54,-9.03,-6.2,60.77909988,7.09936403
345.18,-0.02,3.28,-8.35,-6.11,60.77913373,7.09930649
345.185,0.05,3.07,-7.87,-5.86,60.77916816,7.09924783
345.19,0.11,2.23,-7.99,-4.25,60.77920389,7.09919221
345.195,0.19,4.93,-9.4,-8.8,60.77924005,7.09913651
345.2,0.11,3.95,-9.54,-8.22,60.77927698,7.09908224
345.205,0.16,4.48,-7.87,-7.23,60.77931467,7.09903108
345.21,-0.15,-0.01,-5.57,-3.99,60.77935338,7.09898136
345.215,0.17,1.25,-3.75,-2.83,60.77939211,7.09893259
345.22,0.07,-0.08,-2.7,-3.05,60.77942959,7.09888456
345.225,-0.35,0.03,-2.1,-2.62,60.77946787,7.09883776
345.23,0.19,0.0,-1.92,-1.95,60.77950623,7.09879081
345.235,-0.01,-0.1,-2.86,-2.45,60.77954505,7.09874394
345.24,0.19,-0.06,-3.08,-2.46,60.7795837,7.09869737
345.245,0.09,-0.12,-2.89,-2.25,60.77962212,7.09865021
345.25,0.19,-0.11,-1.94,-2.47,60.77966051,7.09860337
345.255,0.35,-0.01,-2.14,-2.26,60.77969902,7.0985566
345.26,-0.1,-0.07,-1.63,-3.11,60.77973753,7.09850986
345.265,0.09,0.0,-1.22,-2.07,60.77977574,7.09846309
345.27,-0.01,-0.1,-2.04,-2.34,60.77981417,7.09841582
345.275,0.04,-0.1,-2.2,-2.49,60.77985242,7.09836881
345.28,0.43,-0.08,-2.02,-2.89,60.77989059,7.09832187
345.285,-0.01,-0.06,-1.7,-2.45,60.77992897,7.0982743
345.29,-0.09,-0.17,-1.3,-2.34,60.77996755,7.09822711
345.295,-0.09,0.05,-1.3,-2.82,60.78000565,7.09818005
345.3,0.06,0.03,-1.81,-2.73,60.78004429,7.0981331
345.305,0.06,-0.01,-1.65,-2.71,60.78008244,7.09808591
345.31,1.48,0.02,-1.87,-2.95,60.78012061,7.09803842
345.315,1.18,0.07,-1.95,-3.27,60.78015907,7.09799088
345.32,-0.01,0.19,-2.39,-3.19,60.78019731,7.09794402
345.325,0.14,0.27,-2.38,-2.53,60.78023561,7.0978968
345.33,0.19,0.18,-3.05,-3.02,60.78027419,7.09784943
345.335,0.58,-0.29,-3.83,-2.99,60.78031253,7.09780255
345.34,0.56,0.34,-4.58,-3.96,60.7803514,7.09775614
345.345,0.22,1.57,-3.87,-4.57,60.78039068,7.09771044
345.35,0.27,2.38,-5.13,-4.64,60.78042995,7.09766552
345.355,0.15,3.1,-6.01,-5.36,60.78047049,7.09762417
345.36,0.27,3.42,-6.82,-6.02,60.78051178,7.09758542
345.365,-0.15,3.49,-7.25,-6.54,60.78054735,7.09753801
345.53,2.54,0.1,-3.99,-5.14,60.78161716,7.09734784
